Do Not Publish	Business Owner Name	Business Name	Street Number	Street Name	Suite Number	P.O. Box Number	PMB Number	City	State	 Zip 	 Home Based 	 Primary NAICS #	 NAICS Description 	 New Business? 	Business Start	Business Expiration	Ownership Type	# Employees	Council District	Business Community	BID	BID Description
N	FERAL CAT COALITION	FERAL CAT COALITION	7125	EL CAJON BLVD 	1			SAN DIEGO	CA	92115-1851	N	6223	VETERINARY CLINIC.	N	7/1/2017	6/30/2021	CORP	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	FEVEN Z HAGOPIAN	FEVEN Z HAGOPIAN	5859	EL CAJON BLVD 	7			SAN DIEGO	CA	92115-3781	Y	71151	CIRCUS PERFORMER	N	1/1/2016	12/31/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	FINELINE ENTERTAINMENT INC	FINELINE ENTERTAINMENT INC	5885	EL CAJON BLVD 	210			SAN DIEGO	CA	92115-3757	N	541	PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES	N	5/1/2005	4/30/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ZACH STOFFERAHN	FISH PIT	4632	COLLEGE AVE 				SAN DIEGO	CA	92115-3903	N	7221	TO GO RESTAURANT	N	10/11/2016	10/31/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	FITRIDER	FITNESS IS MY SICKNESS WOMENS TRAINING	7202	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-1829	N	611621	FITNESS	N	6/1/2018	5/31/2021	SCORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	MARIE BROWN BYRD	FLOWERS FOR YOU	6995	EL CAJON BLVD 				SAN DIEGO	CA	92115-1739	N	45311	FLOWER STAND	N	4/2/2009	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	FOUR SEASONS LAWN AERATION INC	FOUR SEASONS LAWN AERATION - PERMA GREEN LAWN CARE	5722	EL CAJON BLVD 				SAN DIEGO	CA	92115-3737	N	56173	AERATE/FERTILIZE LAWNS & WEED CONTROL	N	1/14/2000	1/31/2021	CORP	10	9	COLLEGE AREA	21	COLLEGE AREA
N	FREEDOM GUITAR INC	FREEDOM GUITAR INC	6334	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	4539	OTHER MISCELLANEOUS STORE RETAILERS	N	1/28/1987	11/30/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	FREEWAY INSURANCE SERVICES INC	FREEWAY INSURANCE SERVICES INC	6915	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	52421	SELLING PERSONAL INSURANCE TO THE GENERAL PUBLIC	N	10/16/2009	10/31/2021	CORP	7	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	FRESH SOIL MENTORING & TRANSITIONAL CENTER	FRESH SOIL MENTORING & TRANSITIONAL CENTER	4825	70TH ST 	11			SAN DIEGO	CA	92115-3027	N	44	RETAIL	N	3/30/2019	3/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	FROMEX PHOTO LAB INC	FROMEX PHOTO LAB INC	6370	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	54192	PHOTOGRAPHIC SERVICES	N	12/1/1998	11/30/2020	CORP	3	9	COLLEGE AREA	21	COLLEGE AREA
N	AMBER NEWSOME	FUSION HAIR STUDIO	6244	EL CAJON BLVD 	9B			SAN DIEGO	CA	92115-3918	N	812112	HAIR SALON	N	10/15/2019	10/31/2021	SOLE	1	9	COLLEGE AREA                       	21	COLLEGE AREA
N	GALAXY AUTO GROUP INC	GALAXY AUTO GROUP INC	7268	EL CAJON BLVD 				SAN DIEGO	CA	92115-1829	N	44112	USED CAR DEALERS	N	6/14/2018	6/30/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	ASEEL GARDEN FRESH GRILL & SMOOTHIE INC	GARDEN FRESH GRILL & SMOOTHIE INC	6165	EL CAJON BLVD 	F			SAN DIEGO	CA	92115-3927	N	722211	RESTAURANT SELLING HOT MEALS	N	9/1/2012	8/31/2021	CORP	10	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	GARETH R PARKER	GARETH R PARKER	6545	MONTEZUMA RD 	27			SAN DIEGO	CA	92115-2810	Y	5414	ONLINE STREAMER 	N	1/1/2017	12/31/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	GEARY CRE SERVICES INC	GEARY CRE SERVICES INC	5700	EL CAJON BLVD 				SAN DIEGO	CA	92115-3737	N	532	REAL ESTATE SERVICES	N	3/22/2017	3/31/2021	SCORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	SANDINO CABRERA	GERIZIM GROUP	6512	EL CAJON BLVD 	H			SAN DIEGO	CA	92115-2703	N	541613	BUSINESS BRANDING AND MARKETING	N	7/21/2020	7/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	PAGANO ALFRED S/TYLER SUSAN A	GIANT PHOTO SERVICE	7245	EL CAJON BLVD 				SAN DIEGO	CA	92115-1830	N	54192	PHOTOGRAPHIC SERVICES	N	11/30/1984	9/30/2021	CORP	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TH NUTRITION LLC	GNC AT CAMPUS PLAZA	6165	EL CAJON BLVD 				SAN DIEGO	CA	92115-3927	N	44619	OTHER HEALTH & PERSONAL CARE STORES	N	4/1/2017	3/31/2021	LLC	10	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	GO WIRELESS INC	GO WIRELESS INC	5140	COLLEGE AVE 	113			SAN DIEGO	CA	92115-2446	N	4431	VERIZON WIRELESS SALES.	N	10/24/2017	10/31/2021	CORP	5	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	JEONG SOOK SON	GOLD SPA	6957	EL CAJON BLVD 	104			SAN DIEGO	CA	92115-1755	N	812194	MASSAGE SERVICES.	N	2/14/2011	2/28/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	YEON MI RINN	GOLD SPA	6957	EL CAJON BLVD 	104			SAN DIEGO	CA	92115-1755	N	812194	MASSAGE TECHINICIAN.	N	11/1/2019	10/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	GOLDSTREAM ENTERPRISES LLC	GOLDSTREAM ENTERPRISES LLC	6353	EL CAJON BLVD 	124		PMB 196	SAN DIEGO	CA	92115-2655	N	454112	WEB RETAILER	N	1/14/2016	1/31/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	NGUYEN/CHAU	GREAT CUT CENTER	6663	EL CAJON BLVD 	R			SAN DIEGO	CA	92115-2852	N	812112	BEAUTY SALONS	N	11/18/1986	11/30/2020	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	HENG NGUON T	GREAT HAPPINESS	6987	EL CAJON BLVD 				SAN DIEGO	CA	92115	N	7221	FULL-SERVICE RESTAURANTS	N	4/1/1997	3/31/2021	SOLE	3	9	EASTERN AREA*	21	COLLEGE AREA
Y	HOK B LAU	GREAT WALL EXPRESS	6375	EL CAJON BLVD 	E			SAN DIEGO	CA	92115-2656	N	72211	CHINESE FAST FOOD	N	1/1/2019	12/31/2020	SOLE	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LUMA SHORIS	GREEK SMOKE SHOP	7027	EL CAJON BLVD 				SAN DIEGO	CA	92115-1825	N	454	SALES	N	8/6/2019	8/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	WILLIAM PATO	GREEK SMOKE SHOP	7027	EL CAJON BLVD 				SAN DIEGO	CA	92115-1825	N	453991	GREEK SMOKE SHOP	N	9/14/2019	9/30/2021	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	GREENLIGHT AUTO GROUP INC	GREENLIGHT AUTO GROUP INC	5824	EL CAJON BLVD 				SAN DIEGO	CA	92115-3740	N	44112	USED CARS SALES	N	11/20/2014	11/30/2020	SCORP	3	9		21	COLLEGE AREA
N	G&R CHIROPRACTIC INC	GREGG-RYAN CHIROPRACTIC INC	7151	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-1819	N	6213	OFFICES OF OTHER HEALTH PRACTITIONERS	N	11/21/1983	7/31/2021	CORP	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	GRIZZLY'S BARBER LIMITED LIABILITY CO	GRIZZLY'S BARBERSHOP	6820	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	812111	BARBERSHOP	N	1/1/2019	12/31/2020	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	ROBERTO C GUERRERO PACHECO	GUERRERO PACHECO UBER	6560	MONTEZUMA RD 	316			SAN DIEGO	CA	92115-2862	Y	485999	UBER DRIVER	N	1/1/2019	12/31/2020	SOLE	0		COLLEGE AREA                       	21	COLLEGE AREA
Y	GWENDOLIN A. AYUK OBEN	GWENDY AFRICAN CLOTHING	5525	EL CAJON BLVD 				SAN DIEGO	CA	92115-3624	N	44	RETAIL	N	8/1/2018	7/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	HELEN L HERNANDEZ	HAIR BY HELEN	6512	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2703	N	812115	HAIR STYLIST	N	2/22/2016	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SVETLANA JOYNSON	HAIR BY LANA	6512	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2703	N	812115	BEAUTY SALON - BOOTH RENTAL.	N	5/1/2016	4/30/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	ASHLEY INGRAM	HAIRXCASH	7285	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	812115	HAIR BRAIDER AND NATURAL HAIR STYLIST	N	10/29/2019	10/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	XIAOFEI YI	HAPPY FEET SPA	6956	EL CAJON BLVD 				SAN DIEGO	CA	92115-1738	N	812198	FOOT MASSAGE / BODY MASSAGE	N	5/6/2019	5/31/2021	SOLE	2	7	COLLEGE AREA	21	COLLEGE AREA
Y	WENBIN HUA	HAPPY LAND MASSAGE	5837	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	812198	MASSAGE THERAPY	N	11/3/2017	11/30/2020	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	HEADQUARTERS BARBERSHOP	HEADQUARTERS BARBERSHOP	6244	EL CAJON BLVD 	30B			SAN DIEGO	CA	92115-3918	N	454	SALES	N	10/1/2019	9/30/2021	LLC	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	AYUMI HENDERSON	HEALING TIP TOES AND AYUMI'S OASIS SELF DEFENSE	6663	MONTEZUMA RD 	32			SAN DIEGO	CA	92115-2837	N	812198	MASSAGE BUSINESS	N	9/16/2019	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SHAN HE	HEALTHY FOOT CARE SPA	6917	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	621399	HERBAL FOOT SOAK, FOOT MASSAGE, AND BODY MASSAGE.	N	11/1/2015	10/31/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ZHIXIANG DAI	HEALTHY FOOT CARE SPA	6917	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	812198	MASSAGE THERAPIST	N	3/21/2019	3/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	XIAOHONG CHEN	HEALTHY SPA	5875	EL CAJON BLVD 	101			SAN DIEGO	CA	92115-3769	N	812198	MASSAGE THERAPY	N	10/15/2018	10/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	HEARWELL HEARING AID CENTER	HEARWELL HEARING AID CENTER	6150	EL CAJON BLVD 	D			SAN DIEGO	CA	92115-3900	N	45399	SALES & SERVICE OF HEARING AIDS	N	7/10/2008	7/31/2021	SCORP	3	9	COLLEGE AREA	21	COLLEGE AREA
N	HIMALAYAN YAK & YETI RESTAURANT LLC	HIMALAYAN YAK & YETI	6784	EL CAJON BLVD 	D			SAN DIEGO	CA	92115-1602	N	72211	RESTAURANT	N	9/11/2018	9/30/2021	LLC	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	RONAN O'NEILL	HOTELLATTICE	6053	ADAMS AVE 				SAN DIEGO	CA	92115-3808	Y	56199	SERVICE TO CONNECT HOTELIERS	N	10/12/2018	10/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	GARY WICHANSKY & JAMES MICHAEL HUDSON	HOTOPP ASSOCIATES LIMITED	5875	EL CAJON BLVD 	202			SAN DIEGO	CA	92115-3770	N	54149	ENTERTAINMENT SET DESIGN	N	3/1/2015	2/28/2021	PARTNR	4	6	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ASHLEY INGRAM & MELANIE SAWYER	HOUSE OF DIMES	7285	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	45399	HAIR VENDOR	N	4/21/2020	4/30/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	HOUSE OF IDEAS INC	HOUSE OF IDEAS INC	5511	EL CAJON BLVD 				SAN DIEGO	CA	92115	N	54199	ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES	N	5/5/1986	4/30/2021	CORP	19	9	EASTERN AREA*	21	COLLEGE AREA
N	HUAN TONY BAO NGO DDS	HUAN TONY BAO NGO DDS	6663	EL CAJON BLVD 	C & D			SAN DIEGO	CA	92115-2849	N	6212	DENTAL OFFICE	N	6/1/2005	5/31/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JUAN MANUEL JIMENEZ & EDNA V LUQUENO	I DENT TEETH CAL	6244	EL CAJON BLVD 	4			SAN DIEGO	CA	92115-3918	N	339116	DENTAL LABORATORY WE FABRICATE DENTORES AND PARTIALS	N	11/24/2014	11/30/2020	H-W	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	ICE BOX LLC	ICE BOX LLC	4649	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	722213	FROZEN BEVERAGE & SNACK BAR / BEVERAGES AND DESSERT SHOP	N	7/8/2019	7/31/2021	LLC	8	9	COLLEGE AREA	21	COLLEGE AREA
Y	IDYLLIC EATERIES LLC	IDYLLIC EATERIES LLC	6145	EL CAJON BLVD 	H			SAN DIEGO	CA	92115-3923	Y	454	ICE CREAM SALES	N	2/21/2020	2/28/2021	LLC	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RANI SHATTAH	ILLUSION 2 SMOKE SHOP	6957	EL CAJON BLVD 	101			SAN DIEGO	CA	92115-1755	N	453991	TOBACCO PRODUCTS RETAILER	N	9/4/2018	9/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	THE BLAK MRKT LLC	IN THE CUT BARBER STUDIO	7283	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	812111	BARBER SHOP	N	10/11/2019	10/31/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	KHOSROW ROUZBEHANI	INFORMAX	5488	EL CAJON BLVD 				SAN DIEGO	CA	92115-3622	N	42111	USED CAR WHOLESALE	N	4/15/2019	4/30/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	THE O FARRELL CHARTER SCHOOLS	INGENUITY CHARTER SCHOOL	6530	EL CAJON BLVD 				SAN DIEGO	CA	92115-2704	N	81356	THIS LOCATION SERVES AS A NACADEMIC RESOURCE CENTER THAT SERVES STUDENTS AND FAMILIES STUDENTS CHECK OUT MATERIALS AND RECEIVE ACADEMIC COUNSELING AND SUPPORT	N	7/1/2016	6/30/2021	NO/PRF	0	9	COLLEGE AREA	21	COLLEGE AREA
N	HOANG & ASSOCIATES INC	INSTA PRINT SD	6425	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	32311	PRINTING SERVICES	N	5/4/1998	5/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	NGUYEN L H LE	INTEL CARE MEDICAL CLINIC/INTELLIGENT CARE MEDICAL	5507	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-3624	N	6214	MEDICAL CLINIC	N	6/1/2003	5/31/2021	SOLE	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	NEELAKANTAN RAMINENI MD INC	INTERNAL MEDICINE PRIMARY CARE PRIVATE PRACTICE	4537	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	6211	OFFICES OF PHYSICIANS	N	6/27/1985	6/30/2021	CORP	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CANH LE AND NGA LE	INTERNATIONAL IMAGE SALON 	7090	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	812112	BARBER, BEAUTY & NAILS AND RETAIL HAIR & NAIL SUPPLIES	N	8/1/2003	7/31/2021	H-W	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	REZAI INC	IQ GRAPHICS	6512	EL CAJON BLVD 	H			SAN DIEGO	CA	92115-2703	N	323	PRINT SHOP	N	3/12/1997	3/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	HERLEHY INC	ITAN SOLARIUMS	6145	EL CAJON BLVD 	E/F			SAN DIEGO	CA	92115-3923	N	812195	TANNING SALON - UV & NON UV TANNING SERVICES	N	3/1/2010	2/28/2021	CORP	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SANVANNAH GUAN	IVY MASSAGE	7034	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	812193	MASSAGE  PARLOR	N	11/22/2019	11/30/2020	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	PGC FOODS LLC	JACK IN THE BOX	5155	COLLEGE AVE 				SAN DIEGO	CA	92115-2413	N	722211	FAST FOOD RESTAURANT	N	12/4/2017	12/31/2020	LLC	30	9	COLLEGE AREA	21	COLLEGE AREA
N	JANET JOHNSON MFT, LPCC	JANET JOHNSON MFT, LPCC	6244	EL CAJON BLVD 	3			SAN DIEGO	CA	92115-3918	N	62419	MARRIAGE FAMILY THERAPY/LICENSED PROFESSIONAL CLINCIAL COUNSELOR	N	6/20/2019	6/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	JASMINE BROOKS	JASSIE'S NAIL LOUNGE	6244	EL CAJON BLVD 	9C			SAN DIEGO	CA	92115-3918	N	812113	NAIL SALON	N	6/24/2019	6/30/2021	SOLE	0		COLLEGE AREA                       	21	COLLEGE AREA
Y	ANGELA M MCNEEL	JAZZERCISE	6360	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	611621	EXERCISE. JAZZERCISE	N	1/1/2017	12/31/2020	SOLE	10	9	COLLEGE AREA	21	COLLEGE AREA
Y	JENNIFER IMAZEKI	JENNIFER IMAZEKI	5500	CAMPANILE DR 	4485			SAN DIEGO	CA	92115	N	541615	CONSULTING	N	6/1/2005	5/31/2021	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	GSAHTC INC	JERSEY MIKES SUBS	6083	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-3844	N	722211	SELLING SUB SANDWICHES.	N	8/17/2011	8/31/2021	CORP	18	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JIEZHEN YE	JIEZHEN YE EXPRESS ATM	5522	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	52599	ATM	N	1/2/2020	1/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	TEAM CAR CARE WEST LLC	JIFFY LUBE #2996	5813	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	811191	QUICK OIL AND LUBE	N	10/1/2018	9/30/2021	LLC	7	9		21	COLLEGE AREA
Y	JOHN KORKIS	JOHN KORKIS	7200	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1829	Y	454	SALE GROCERY AND PRODUCE	N	4/13/2020	4/30/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	JOHN NHAM INSURANCE AGENCY INC	JOHN NHAM INSURANCE AGENCY	6512	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-2703	N	524	AUTO, HOME, LIFE, BUSINESS, WORKERS COMP INSURANCE PROVIDER/SERVICES(FARMERS INSURANCE)	N	12/1/2015	11/30/2020	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	JOLANTA JOWORCZYK & ANETA GAWORCZYK-HANKUS	JOLANTA HAIR DESIGN	6150	EL CAJON BLVD 	F			SAN DIEGO	CA	92115-3900	N	812112	COSMOTOLOGY	N	5/15/2014	5/31/2021	PARTNR	2	9	COLLEGE AREA	21	COLLEGE AREA
Y	JOSHUA GOBER LLC	JOSHUA GOBER LLC	5090	COLLEGE AVE 	6			SAN DIEGO	CA	92115-2400	Y	54199	PROVIDE AUDIO SERVICES AND TECHNICAL SET UP/ TROUBLE SHOOTING	N	2/14/2020	2/28/2021	LLC	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	JULIE SOPHAN	JULIE SOPHAN	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812116	NAIL SALON BOOTH RENTAL	N	3/4/2019	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	WADE SNOW & RYAN PEARL	JUMP START FITNESS	6663	EL CAJON BLVD 	Q			SAN DIEGO	CA	92115-2852	N	611621	PERSONAL FITNES TRAINER	N	8/1/2014	7/31/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	STAN W BIALECKI	JUST A TRIM AKA MAT'S BARBER SHOP	5645	EL CAJON BLVD 				SAN DIEGO	CA	92115-3736	N	812111	BARBER SHOP, MENS HAIR CUTS	N	12/1/2006	11/30/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JUSTIN KIRBY	JUSTIN KIRBY	4869	70TH ST 	8			SAN DIEGO	CA	92115-3061	N	454	SALES	N	4/20/2020	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JW CLEANING SOLUTIONS LLC	JW CLEANING SOLUTIONS LLC	6769	EL CAJON BLVD 	24			SAN DIEGO	CA	92115-1601	Y	56172	JANITORIAL SERVICES	N	3/23/2017	3/31/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	KAKIMON LLC	KAKIMON LLC	6959	EL CAJON BLVD 				SAN DIEGO	CA	92115	N	531312	NONRESIDENTIAL PROPERTY MANAGERS 	N	1/1/2009	12/31/2020	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CESAR F CARIG	KALEPONI INK	6957	EL CAJON BLVD 	109			SAN DIEGO	CA	92115-1755	N	812196	TATTOO PARLOR	N	10/3/2015	10/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	KAPPA DELTA-BETA RHO CHAPTER	KAPPA DELTA-BETA RHO CHAPTER	5066	COLLEGE AVE 				SAN DIEGO	CA	92115-2437	N	33699	OTHER TRANSPORTATION EQUIPMENT MFG	N	9/1/2012	8/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	KAYA SALON INC	KAYA SALON	5716	EL CAJON BLVD 				SAN DIEGO	CA	92115-3737	N	812112	HAIR SALON.	N	6/1/2010	5/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	KBBQ INC	KBBQ	6353	EL CAJON BLVD 	122			SAN DIEGO	CA	92115-2655	N	722211	RESTAUANT, GRILL	N	8/1/2018	7/31/2021	SCORP	8	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CONVENIENT CORNERS INC	KEG N BOTTLE #2	6060	EL CAJON BLVD 				SAN DIEGO	CA	92115-3813	N	44531	BEER, WINE & LIQUOR STORES	N	12/13/2001	12/31/2020	CORP	5	9	COLLEGE AREA	21	COLLEGE AREA
N	KELLY A SLUDER	KELLY SLUDER	7151	EL CAJON BLVD 	L			SAN DIEGO	CA	92115-1819	N	812115	HAIRSTYLIST	N	6/8/2015	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	KEOMANY MANOS	KEOMANY MANOS	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812116	RENT A BOOTH- NAIL SALON.	N	2/4/2009	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	KEVIN TANG	KL HAIR & NAILS SALON	6362	EL CAJON BLVD 				SAN DIEGO	CA	92115-2643	N	81211	HAIR  NAILS  WAX AND SKIN CARES	N	10/6/2015	10/31/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	KRISTI L BAKER	KRISTI LUVS CONNECTION	6244	EL CAJON BLVD 	24			SAN DIEGO	CA	92115-3918	N	4223	CLOTHING BOUTIQUE	N	7/1/2020	6/30/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	KWEST FLOORING SERVICES INC	KWEST FLOORING SERVICES INC	7088	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	23552	FLOORING CONTRACTOR	N	1/19/2016	11/30/2020	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	CAMPUS PLAZA L & L INC	L & L HAWAIIAN BARBECUE	6083	EL CAJON BLVD 	B1			SAN DIEGO	CA	92115-3844	N	72211	SELLING FOOD & BEVERAGES	N	7/21/2003	7/31/2021	CORP	10	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LILI ZHANG	L MASSAGE	6784	EL CAJON BLVD 	G			SAN DIEGO	CA	92115-1602	N	812198	MASSAGE THERAPY	N	11/1/2018	10/31/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	PACK RICK C	LA MESA MUFFLER & BRAKE	6517	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2702	N	81119	OTHER AUTOMOTIVE R&M	N	1/6/1986	1/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	RN MOTORS INC	LA MESA PRE OWNED	6992	EL CAJON BLVD 				SAN DIEGO	CA	92115-1738	N	4412	USED CAR LOT	N	8/9/2019	8/31/2021	SCORP	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	RN MOTORS INC	LA MESA PRE-OWNED	6992	EL CAJON BLVD 				SAN DIEGO	CA	92115-1738	N	44112	USED CAR DEALER	N	8/14/2012	8/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	LA MESA SMOKE SHOP INC	LA MESA SMOKE SHOP	7200	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1829	N	453991	SELLING TOBACCO PRODUCTS	N	5/1/2014	8/31/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	NGUYEN KIM T	LA MESA TV SUPPLY COMPANY	7026	EL CAJON BLVD 				SAN DIEGO	CA	92115	N	443	ELECTRONICS & APPLIANCE STORES	N	11/1/2000	10/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	RYAN N LAFFERTY	LAFFERTYMEDIA	6258	MONTEZUMA RD 				SAN DIEGO	CA	92115-1439	Y	54192	PHOTOGRAPHY	N	12/31/2017	12/31/2020	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
